checkin_id,user_id,resource_name,checkin_time,checkout_time,duration_min,day_of_week,is_planned
1889,u_119,Gymnasium,2026-08-14T05:47:00,2026-08-14T06:42:00,55,Friday,True
1891,u_120,Gymnasium,2026-08-14T05:47:00,2026-08-14T07:25:00,98,Friday,True
1909,u_134,Gymnasium,2026-08-14T05:47:00,2026-08-14T06:48:00,61,Friday,True
1911,u_136,Indoor Sports Complex,2026-08-14T05:50:00,2026-08-14T06:54:00,64,Friday,True
1734,u_003,Indoor Sports Complex,2026-08-14T05:51:00,2026-08-14T06:53:00,62,Friday,True
1853,u_096,Gymnasium,2026-08-14T05:54:00,2026-08-14T07:28:00,94,Friday,True
1923,u_143,Gymnasium,2026-08-14T05:59:00,2026-08-14T07:28:00,89,Friday,True
1773,u_032,Gymnasium,2026-08-14T06:00:00,2026-08-14T07:24:00,84,Friday,True
1903,u_130,Indoor Sports Complex,2026-08-14T06:01:00,2026-08-14T07:36:00,95,Friday,True
1767,u_029,Gymnasium,2026-08-14T06:07:00,2026-08-14T07:03:00,56,Friday,True
1875,u_112,Indoor Sports Complex,2026-08-14T06:09:00,2026-08-14T06:53:00,44,Friday,True
1870,u_106,Indoor Sports Complex,2026-08-14T06:41:00,2026-08-14T07:52:00,71,Friday,True
1817,u_065,Gymnasium,2026-08-14T06:51:00,2026-08-14T08:06:00,75,Friday,True
1805,u_057,Indoor Sports Complex,2026-08-14T06:53:00,2026-08-14T07:55:00,62,Friday,True
1861,u_102,Gymnasium,2026-08-14T06:56:00,2026-08-14T08:15:00,79,Friday,True
1988,u_193,Indoor Sports Complex,2026-08-14T07:00:00,2026-08-14T08:17:00,77,Friday,True
1847,u_089,Gymnasium,2026-08-14T07:01:00,2026-08-14T08:04:00,63,Friday,True
1809,u_060,Indoor Sports Complex,2026-08-14T07:05:00,2026-08-14T08:11:00,66,Friday,True
1845,u_087,Gymnasium,2026-08-14T07:05:00,2026-08-14T07:44:00,39,Friday,True
1937,u_156,Indoor Sports Complex,2026-08-14T07:16:00,2026-08-14T09:05:00,109,Friday,True
1959,u_171,Indoor Sports Complex,2026-08-14T07:19:00,2026-08-14T08:26:00,67,Friday,True
1735,u_004,Indoor Sports Complex,2026-08-14T07:31:00,2026-08-14T09:11:00,100,Friday,True
1826,u_070,Indoor Sports Complex,2026-08-14T07:47:00,2026-08-14T09:09:00,82,Friday,True
1749,u_017,Gymnasium,2026-08-14T07:49:00,2026-08-14T08:40:00,51,Friday,True
1769,u_030,Indoor Sports Complex,2026-08-14T07:50:00,2026-08-14T08:44:00,54,Friday,True
1914,u_138,Gymnasium,2026-08-14T07:53:00,2026-08-14T09:28:00,95,Friday,True
1897,u_125,Gymnasium,2026-08-14T07:55:00,2026-08-14T09:40:00,105,Friday,True
1957,u_170,Indoor Sports Complex,2026-08-14T07:55:00,2026-08-14T08:37:00,42,Friday,True
1810,u_060,Gymnasium,2026-08-14T07:58:00,2026-08-14T08:45:00,47,Friday,True
1768,u_029,Indoor Sports Complex,2026-08-14T08:00:00,2026-08-14T09:23:00,83,Friday,True
1822,u_068,Indoor Sports Complex,2026-08-14T08:00:00,2026-08-14T09:49:00,109,Friday,True
1799,u_050,Indoor Sports Complex,2026-08-14T08:01:00,2026-08-14T09:16:00,75,Friday,True
1836,u_083,Indoor Sports Complex,2026-08-14T08:02:00,2026-08-14T08:37:00,35,Friday,True
1970,u_180,Gymnasium,2026-08-14T08:02:00,2026-08-14T09:17:00,75,Friday,True
1737,u_006,Gymnasium,2026-08-14T08:05:00,2026-08-14T09:02:00,57,Friday,True
1900,u_126,Gymnasium,2026-08-14T08:09:00,2026-08-14T09:00:00,51,Friday,True
1814,u_063,Central Cafeteria,2026-08-14T08:11:00,2026-08-14T09:01:00,50,Friday,True
1783,u_039,Food Court,2026-08-14T08:12:00,2026-08-14T09:00:00,48,Friday,True
1755,u_020,Food Court,2026-08-14T08:15:00,2026-08-14T09:26:00,71,Friday,True
1775,u_034,Central Cafeteria,2026-08-14T08:23:00,2026-08-14T08:51:00,28,Friday,True
1933,u_154,Central Cafeteria,2026-08-14T08:23:00,2026-08-14T09:37:00,74,Friday,True
1992,u_198,Central Cafeteria,2026-08-14T08:24:00,2026-08-14T09:39:00,75,Friday,True
1877,u_113,Food Court,2026-08-14T08:25:00,2026-08-14T09:00:00,35,Friday,True
1833,u_080,Central Cafeteria,2026-08-14T08:28:00,2026-08-14T09:03:00,35,Friday,True
1746,u_014,Central Cafeteria,2026-08-14T08:30:00,2026-08-14T09:18:00,48,Friday,True
1925,u_145,Food Court,2026-08-14T08:30:00,2026-08-14T09:09:00,39,Friday,True
1936,u_155,Central Cafeteria,2026-08-14T08:30:00,2026-08-14T09:14:00,44,Friday,True
1991,u_196,Central Cafeteria,2026-08-14T08:33:00,2026-08-14T09:21:00,48,Friday,True
1778,u_036,Central Cafeteria,2026-08-14T08:35:00,2026-08-14T08:57:00,22,Friday,True
1885,u_117,Food Court,2026-08-14T08:38:00,2026-08-14T09:23:00,45,Friday,True
1910,u_135,Central Cafeteria,2026-08-14T08:41:00,2026-08-14T09:50:00,69,Friday,True
1744,u_012,Computer Lab B,2026-08-14T08:44:00,2026-08-14T09:44:00,60,Friday,True
1915,u_138,Central Cafeteria,2026-08-14T08:45:00,2026-08-14T09:25:00,40,Friday,True
1839,u_084,Food Court,2026-08-14T08:46:00,2026-08-14T09:19:00,33,Friday,True
1759,u_023,Computer Lab B,2026-08-14T08:49:00,2026-08-14T09:24:00,35,Friday,True
1838,u_084,Computer Lab B,2026-08-14T08:49:00,2026-08-14T10:29:00,100,Friday,True
1819,u_065,Computer Lab B,2026-08-14T08:52:00,2026-08-14T09:44:00,52,Friday,True
1943,u_161,Computer Lab B,2026-08-14T08:53:00,2026-08-14T10:40:00,107,Friday,True
1825,u_070,Student Center,2026-08-14T08:54:00,2026-08-14T09:37:00,43,Friday,True
1857,u_101,Computer Lab A,2026-08-14T08:56:00,2026-08-14T09:42:00,46,Friday,True
1895,u_125,Computer Lab B,2026-08-14T08:56:00,2026-08-14T09:54:00,58,Friday,True
1850,u_094,Computer Lab A,2026-08-14T08:57:00,2026-08-14T09:16:00,19,Friday,False
1748,u_015,Computer Lab A,2026-08-14T09:02:00,2026-08-14T10:00:00,58,Friday,True
1830,u_074,Computer Lab B,2026-08-14T09:04:00,2026-08-14T10:45:00,101,Friday,True
1935,u_155,Student Center,2026-08-14T09:04:00,2026-08-14T10:54:00,110,Friday,True
1843,u_086,Student Center,2026-08-14T09:06:00,2026-08-14T10:10:00,64,Friday,True
1971,u_182,Student Center,2026-08-14T09:08:00,2026-08-14T10:44:00,96,Friday,True
1972,u_183,Computer Lab A,2026-08-14T09:25:00,2026-08-14T10:46:00,81,Friday,True
1941,u_160,Computer Lab A,2026-08-14T09:46:00,2026-08-14T10:42:00,56,Friday,False
1931,u_153,Student Center,2026-08-14T09:54:00,2026-08-14T10:54:00,60,Friday,True
1790,u_046,Computer Lab B,2026-08-14T09:59:00,2026-08-14T11:38:00,99,Friday,True
1743,u_011,Computer Lab A,2026-08-14T10:00:00,2026-08-14T11:37:00,97,Friday,True
1821,u_066,Computer Lab B,2026-08-14T10:00:00,2026-08-14T11:40:00,100,Friday,True
1947,u_163,Computer Lab B,2026-08-14T10:02:00,2026-08-14T11:52:00,110,Friday,True
1979,u_188,Computer Lab B,2026-08-14T10:04:00,2026-08-14T11:28:00,84,Friday,True
1765,u_027,Computer Lab A,2026-08-14T10:06:00,2026-08-14T11:37:00,91,Friday,True
1784,u_040,Student Center,2026-08-14T10:06:00,2026-08-14T10:41:00,35,Friday,True
1986,u_193,Student Center,2026-08-14T10:09:00,2026-08-14T11:05:00,56,Friday,True
1854,u_097,Computer Lab B,2026-08-14T10:10:00,2026-08-14T11:50:00,100,Friday,False
1811,u_063,Student Center,2026-08-14T10:40:00,2026-08-14T12:12:00,92,Friday,False
1950,u_164,Student Center,2026-08-14T10:58:00,2026-08-14T12:35:00,97,Friday,True
1859,u_101,Computer Lab B,2026-08-14T10:59:00,2026-08-14T12:36:00,97,Friday,True
1876,u_113,Student Center,2026-08-14T11:03:00,2026-08-14T11:54:00,51,Friday,True
1966,u_177,Computer Lab B,2026-08-14T11:04:00,2026-08-14T12:06:00,62,Friday,True
1901,u_127,Computer Lab B,2026-08-14T11:06:00,2026-08-14T11:59:00,53,Friday,True
1898,u_126,Main Library,2026-08-14T11:19:00,2026-08-14T13:06:00,107,Friday,False
1883,u_117,Computer Lab A,2026-08-14T11:26:00,2026-08-14T12:37:00,71,Friday,True
1980,u_190,Student Center,2026-08-14T11:42:00,2026-08-14T13:18:00,96,Friday,True
1851,u_094,Computer Lab B,2026-08-14T11:52:00,2026-08-14T13:01:00,69,Friday,True
1894,u_124,Computer Lab B,2026-08-14T11:53:00,2026-08-14T12:36:00,43,Friday,True
1975,u_185,Student Center,2026-08-14T11:56:00,2026-08-14T13:04:00,68,Friday,True
1945,u_162,Computer Lab A,2026-08-14T11:58:00,2026-08-14T12:48:00,50,Friday,True
1904,u_130,Student Center,2026-08-14T11:59:00,2026-08-14T13:07:00,68,Friday,True
1888,u_119,Computer Lab B,2026-08-14T12:00:00,2026-08-14T12:55:00,55,Friday,True
1916,u_139,Student Center,2026-08-14T12:00:00,2026-08-14T13:15:00,75,Friday,True
1954,u_166,Student Center,2026-08-14T12:03:00,2026-08-14T13:23:00,80,Friday,True
1863,u_103,Student Center,2026-08-14T12:04:00,2026-08-14T13:28:00,84,Friday,True
1886,u_117,Student Center,2026-08-14T12:06:00,2026-08-14T13:41:00,95,Friday,True
1867,u_105,Food Court,2026-08-14T12:17:00,2026-08-14T12:55:00,38,Friday,True
1792,u_047,Central Cafeteria,2026-08-14T12:22:00,2026-08-14T13:40:00,78,Friday,True
1976,u_187,Computer Lab A,2026-08-14T12:23:00,2026-08-14T12:42:00,19,Friday,False
1905,u_132,Food Court,2026-08-14T12:26:00,2026-08-14T13:04:00,38,Friday,True
1956,u_169,Central Cafeteria,2026-08-14T12:27:00,2026-08-14T13:39:00,72,Friday,True
1965,u_177,Food Court,2026-08-14T12:27:00,2026-08-14T13:17:00,50,Friday,True
1908,u_134,Food Court,2026-08-14T12:28:00,2026-08-14T13:47:00,79,Friday,True
1741,u_011,Food Court,2026-08-14T12:32:00,2026-08-14T12:59:00,27,Friday,True
1930,u_151,Central Cafeteria,2026-08-14T12:32:00,2026-08-14T13:11:00,39,Friday,True
1846,u_088,Computer Lab B,2026-08-14T12:33:00,2026-08-14T13:10:00,37,Friday,False
1929,u_151,Food Court,2026-08-14T12:33:00,2026-08-14T13:00:00,27,Friday,True
1952,u_165,Central Cafeteria,2026-08-14T12:37:00,2026-08-14T13:29:00,52,Friday,True
1849,u_093,Food Court,2026-08-14T12:38:00,2026-08-14T13:54:00,76,Friday,True
1932,u_153,Food Court,2026-08-14T12:39:00,2026-08-14T13:02:00,23,Friday,True
1802,u_053,Central Cafeteria,2026-08-14T12:40:00,2026-08-14T13:25:00,45,Friday,True
1878,u_114,Computer Lab A,2026-08-14T12:41:00,2026-08-14T13:21:00,40,Friday,True
1987,u_193,Food Court,2026-08-14T12:41:00,2026-08-14T13:20:00,39,Friday,True
1750,u_017,Food Court,2026-08-14T12:42:00,2026-08-14T13:21:00,39,Friday,True
1869,u_106,Computer Lab B,2026-08-14T12:44:00,2026-08-14T13:43:00,59,Friday,True
1969,u_180,Food Court,2026-08-14T12:51:00,2026-08-14T13:46:00,55,Friday,True
1873,u_109,Computer Lab B,2026-08-14T12:55:00,2026-08-14T13:37:00,42,Friday,True
1953,u_165,Computer Lab B,2026-08-14T12:55:00,2026-08-14T13:56:00,61,Friday,True
1770,u_031,Student Center,2026-08-14T12:57:00,2026-08-14T14:44:00,107,Friday,True
1961,u_175,Student Center,2026-08-14T13:02:00,2026-08-14T13:40:00,38,Friday,True
1774,u_033,Computer Lab B,2026-08-14T13:04:00,2026-08-14T14:26:00,82,Friday,True
1942,u_160,Computer Lab A,2026-08-14T13:17:00,2026-08-14T14:26:00,69,Friday,True
1736,u_006,Computer Lab A,2026-08-14T13:46:00,2026-08-14T14:01:00,15,Friday,False
1745,u_013,Computer Lab B,2026-08-14T13:47:00,2026-08-14T14:55:00,68,Friday,True
1753,u_019,Computer Lab B,2026-08-14T13:49:00,2026-08-14T14:39:00,50,Friday,True
1995,u_199,Computer Lab A,2026-08-14T13:57:00,2026-08-14T15:20:00,83,Friday,True
1786,u_040,Computer Lab A,2026-08-14T13:58:00,2026-08-14T15:33:00,95,Friday,True
1818,u_065,Student Center,2026-08-14T13:58:00,2026-08-14T14:55:00,57,Friday,True
1848,u_093,Computer Lab B,2026-08-14T13:58:00,2026-08-14T15:18:00,80,Friday,True
1919,u_141,Computer Lab A,2026-08-14T13:58:00,2026-08-14T14:46:00,48,Friday,True
1982,u_191,Computer Lab B,2026-08-14T14:03:00,2026-08-14T15:01:00,58,Friday,True
1922,u_143,Computer Lab B,2026-08-14T14:07:00,2026-08-14T14:56:00,49,Friday,True
1997,u_200,Computer Lab B,2026-08-14T14:11:00,2026-08-14T15:05:00,54,Friday,True
1840,u_085,Computer Lab B,2026-08-14T14:39:00,2026-08-14T15:59:00,80,Friday,True
1835,u_083,Student Center,2026-08-14T14:42:00,2026-08-14T16:25:00,103,Friday,False
1994,u_199,Student Center,2026-08-14T14:45:00,2026-08-14T15:42:00,57,Friday,True
1800,u_052,Student Center,2026-08-14T14:46:00,2026-08-14T15:27:00,41,Friday,False
1949,u_163,Student Center,2026-08-14T14:48:00,2026-08-14T15:36:00,48,Friday,True
1989,u_194,Computer Lab B,2026-08-14T14:51:00,2026-08-14T16:08:00,77,Friday,True
1807,u_058,Computer Lab B,2026-08-14T14:57:00,2026-08-14T15:45:00,48,Friday,True
1815,u_063,Computer Lab A,2026-08-14T14:58:00,2026-08-14T16:29:00,91,Friday,True
1761,u_024,Computer Lab A,2026-08-14T15:06:00,2026-08-14T16:01:00,55,Friday,True
1844,u_087,Student Center,2026-08-14T15:09:00,2026-08-14T16:04:00,55,Friday,True
1787,u_041,Computer Lab A,2026-08-14T15:10:00,2026-08-14T16:08:00,58,Friday,True
1996,u_200,Food Court,2026-08-14T15:10:00,2026-08-14T16:06:00,56,Friday,False
1990,u_195,Student Center,2026-08-14T15:13:00,2026-08-14T16:43:00,90,Friday,True
1733,u_001,Computer Lab B,2026-08-14T15:15:00,2026-08-14T16:52:00,97,Friday,True
1751,u_018,Computer Lab B,2026-08-14T15:16:00,2026-08-14T16:17:00,61,Friday,True
1860,u_102,Science Library,2026-08-14T15:52:00,2026-08-14T17:54:00,122,Friday,True
1828,u_071,Computer Lab A,2026-08-14T15:54:00,2026-08-14T16:59:00,65,Friday,True
1892,u_123,Computer Lab B,2026-08-14T15:54:00,2026-08-14T17:14:00,80,Friday,True
1738,u_009,Computer Lab A,2026-08-14T15:56:00,2026-08-14T17:43:00,107,Friday,True
1782,u_039,Main Library,2026-08-14T15:56:00,2026-08-14T17:31:00,95,Friday,True
1964,u_177,Student Center,2026-08-14T15:59:00,2026-08-14T16:56:00,57,Friday,True
1998,u_200,Science Library,2026-08-14T15:59:00,2026-08-14T17:24:00,85,Friday,True
1796,u_049,Computer Lab A,2026-08-14T16:00:00,2026-08-14T17:17:00,77,Friday,True
1804,u_056,Student Center,2026-08-14T16:00:00,2026-08-14T17:42:00,102,Friday,True
1824,u_070,Main Library,2026-08-14T16:00:00,2026-08-14T17:02:00,62,Friday,True
1939,u_157,Student Center,2026-08-14T16:00:00,2026-08-14T17:37:00,97,Friday,True
1913,u_137,Student Center,2026-08-14T16:01:00,2026-08-14T16:40:00,39,Friday,True
1890,u_120,Student Center,2026-08-14T16:03:00,2026-08-14T17:28:00,85,Friday,True
1763,u_026,Computer Lab B,2026-08-14T16:04:00,2026-08-14T17:46:00,102,Friday,True
1884,u_117,Computer Lab B,2026-08-14T16:05:00,2026-08-14T17:43:00,98,Friday,True
1920,u_142,Main Library,2026-08-14T16:08:00,2026-08-14T17:21:00,73,Friday,True
1948,u_163,Main Library,2026-08-14T16:08:00,2026-08-14T17:11:00,63,Friday,True
1974,u_184,Main Library,2026-08-14T16:08:00,2026-08-14T19:21:00,193,Friday,True
1812,u_063,Student Center,2026-08-14T16:09:00,2026-08-14T17:41:00,92,Friday,True
1762,u_025,Computer Lab B,2026-08-14T16:10:00,2026-08-14T17:11:00,61,Friday,True
1837,u_084,Science Library,2026-08-14T16:16:00,2026-08-14T17:25:00,69,Friday,True
1793,u_048,Student Center,2026-08-14T16:22:00,2026-08-14T17:13:00,51,Friday,True
1955,u_167,Student Center,2026-08-14T16:26:00,2026-08-14T17:25:00,59,Friday,True
1766,u_027,Indoor Sports Complex,2026-08-14T16:46:00,2026-08-14T17:40:00,54,Friday,True
1864,u_104,Gymnasium,2026-08-14T16:50:00,2026-08-14T18:05:00,75,Friday,True
1973,u_183,Science Library,2026-08-14T16:52:00,2026-08-14T18:27:00,95,Friday,True
1881,u_115,Main Library,2026-08-14T16:54:00,2026-08-14T19:44:00,170,Friday,True
1856,u_099,Main Library,2026-08-14T16:55:00,2026-08-14T17:50:00,55,Friday,True
1816,u_064,Science Library,2026-08-14T16:57:00,2026-08-14T17:58:00,61,Friday,False
1958,u_170,Gymnasium,2026-08-14T16:58:00,2026-08-14T17:49:00,51,Friday,True
1779,u_037,Main Library,2026-08-14T17:00:00,2026-08-14T18:05:00,65,Friday,True
1928,u_148,Indoor Sports Complex,2026-08-14T17:00:00,2026-08-14T18:25:00,85,Friday,True
1946,u_162,Indoor Sports Complex,2026-08-14T17:01:00,2026-08-14T18:03:00,62,Friday,True
1927,u_146,Gymnasium,2026-08-14T17:02:00,2026-08-14T17:57:00,55,Friday,True
1880,u_115,Gymnasium,2026-08-14T17:05:00,2026-08-14T18:09:00,64,Friday,True
1918,u_141,Main Library,2026-08-14T17:06:00,2026-08-14T20:21:00,195,Friday,True
1917,u_140,Gymnasium,2026-08-14T17:10:00,2026-08-14T18:18:00,68,Friday,True
1806,u_058,Science Library,2026-08-14T17:20:00,2026-08-14T18:13:00,53,Friday,True
1758,u_021,Gymnasium,2026-08-14T17:27:00,2026-08-14T18:54:00,87,Friday,True
1921,u_143,Main Library,2026-08-14T17:48:00,2026-08-14T18:50:00,62,Friday,True
1776,u_034,Indoor Sports Complex,2026-08-14T17:51:00,2026-08-14T19:28:00,97,Friday,True
1865,u_104,Science Library,2026-08-14T17:52:00,2026-08-14T19:06:00,74,Friday,True
1813,u_063,Science Library,2026-08-14T17:53:00,2026-08-14T20:00:00,127,Friday,True
1906,u_133,Indoor Sports Complex,2026-08-14T17:54:00,2026-08-14T18:31:00,37,Friday,True
1785,u_040,Gymnasium,2026-08-14T17:56:00,2026-08-14T18:59:00,63,Friday,True
1829,u_072,Indoor Sports Complex,2026-08-14T18:00:00,2026-08-14T19:00:00,60,Friday,True
1874,u_111,Indoor Sports Complex,2026-08-14T18:00:00,2026-08-14T19:48:00,108,Friday,True
1924,u_144,Indoor Sports Complex,2026-08-14T18:01:00,2026-08-14T19:01:00,60,Friday,True
1764,u_027,Science Library,2026-08-14T18:03:00,2026-08-14T19:39:00,96,Friday,True
1772,u_032,Indoor Sports Complex,2026-08-14T18:04:00,2026-08-14T19:03:00,59,Friday,True
1740,u_010,Main Library,2026-08-14T18:08:00,2026-08-14T20:23:00,135,Friday,True
1788,u_043,Science Library,2026-08-14T18:09:00,2026-08-14T21:14:00,185,Friday,True
1803,u_053,Gymnasium,2026-08-14T18:09:00,2026-08-14T19:35:00,86,Friday,True
1926,u_145,Science Library,2026-08-14T18:09:00,2026-08-14T20:27:00,138,Friday,True
1858,u_101,Science Library,2026-08-14T18:10:00,2026-08-14T20:24:00,134,Friday,True
1757,u_021,Main Library,2026-08-14T18:15:00,2026-08-14T19:31:00,76,Friday,True
1771,u_031,Science Library,2026-08-14T18:22:00,2026-08-14T21:21:00,179,Friday,True
1827,u_071,WiFi Zone South,2026-08-14T18:23:00,2026-08-14T19:46:00,83,Friday,False
1866,u_105,Student Center,2026-08-14T18:35:00,2026-08-14T20:34:00,119,Friday,False
1981,u_191,Food Court,2026-08-14T18:41:00,2026-08-14T19:45:00,64,Friday,True
1754,u_019,Science Library,2026-08-14T18:45:00,2026-08-14T21:54:00,189,Friday,True
1882,u_116,Food Court,2026-08-14T18:45:00,2026-08-14T19:36:00,51,Friday,True
1795,u_049,Central Cafeteria,2026-08-14T18:46:00,2026-08-14T19:26:00,40,Friday,True
1983,u_191,Main Library,2026-08-14T18:46:00,2026-08-14T19:46:00,60,Friday,True
1963,u_176,Food Court,2026-08-14T18:49:00,2026-08-14T19:59:00,70,Friday,True
1820,u_065,Main Library,2026-08-14T18:50:00,2026-08-14T19:46:00,56,Friday,True
1808,u_058,Gymnasium,2026-08-14T18:51:00,2026-08-14T19:46:00,55,Friday,True
1780,u_038,Gymnasium,2026-08-14T18:53:00,2026-08-14T19:53:00,60,Friday,True
1831,u_075,Food Court,2026-08-14T18:54:00,2026-08-14T19:36:00,42,Friday,True
1794,u_048,Science Library,2026-08-14T18:55:00,2026-08-14T21:03:00,128,Friday,True
1832,u_078,Indoor Sports Complex,2026-08-14T18:55:00,2026-08-14T20:45:00,110,Friday,True
1907,u_133,Central Cafeteria,2026-08-14T18:55:00,2026-08-14T19:59:00,64,Friday,True
1934,u_154,Food Court,2026-08-14T18:56:00,2026-08-14T20:15:00,79,Friday,True
1798,u_049,Main Library,2026-08-14T18:57:00,2026-08-14T21:15:00,138,Friday,True
1962,u_176,Gymnasium,2026-08-14T18:58:00,2026-08-14T20:01:00,63,Friday,True
1944,u_161,Food Court,2026-08-14T19:01:00,2026-08-14T20:20:00,79,Friday,True
1797,u_049,Science Library,2026-08-14T19:03:00,2026-08-14T21:00:00,117,Friday,True
1912,u_137,Central Cafeteria,2026-08-14T19:05:00,2026-08-14T20:08:00,63,Friday,True
1985,u_192,Food Court,2026-08-14T19:05:00,2026-08-14T20:12:00,67,Friday,True
1938,u_156,Gymnasium,2026-08-14T19:06:00,2026-08-14T20:04:00,58,Friday,True
1789,u_045,Main Library,2026-08-14T19:08:00,2026-08-14T21:02:00,114,Friday,True
1834,u_081,Main Library,2026-08-14T19:08:00,2026-08-14T20:32:00,84,Friday,True
1871,u_108,Central Cafeteria,2026-08-14T19:09:00,2026-08-14T20:12:00,63,Friday,True
1742,u_011,Gymnasium,2026-08-14T19:10:00,2026-08-14T20:52:00,102,Friday,True
1823,u_069,Main Library,2026-08-14T19:12:00,2026-08-14T21:08:00,116,Friday,True
1960,u_174,Indoor Sports Complex,2026-08-14T19:13:00,2026-08-14T20:40:00,87,Friday,True
1781,u_038,Food Court,2026-08-14T19:14:00,2026-08-14T20:16:00,62,Friday,True
1756,u_020,Central Cafeteria,2026-08-14T19:17:00,2026-08-14T20:03:00,46,Friday,True
1868,u_105,Main Library,2026-08-14T19:51:00,2026-08-14T20:56:00,65,Friday,True
1984,u_192,Main Library,2026-08-14T19:54:00,2026-08-14T22:09:00,135,Friday,True
1841,u_085,Main Library,2026-08-14T19:55:00,2026-08-14T23:15:00,200,Friday,True
1842,u_086,Main Library,2026-08-14T19:57:00,2026-08-14T22:01:00,124,Friday,True
1887,u_118,Science Library,2026-08-14T19:57:00,2026-08-14T21:15:00,78,Friday,True
1852,u_095,Indoor Sports Complex,2026-08-14T20:00:00,2026-08-14T20:47:00,47,Friday,True
1760,u_023,Indoor Sports Complex,2026-08-14T20:01:00,2026-08-14T21:10:00,69,Friday,True
1872,u_108,Gymnasium,2026-08-14T20:01:00,2026-08-14T21:04:00,63,Friday,True
1902,u_127,Main Library,2026-08-14T20:02:00,2026-08-14T22:09:00,127,Friday,True
1977,u_187,Indoor Sports Complex,2026-08-14T20:04:00,2026-08-14T21:03:00,59,Friday,True
1855,u_097,Main Library,2026-08-14T20:07:00,2026-08-14T22:24:00,137,Friday,True
1801,u_052,Gymnasium,2026-08-14T20:09:00,2026-08-14T21:12:00,63,Friday,True
1777,u_034,Main Library,2026-08-14T20:15:00,2026-08-14T23:27:00,192,Friday,True
1978,u_187,Science Library,2026-08-14T20:25:00,2026-08-14T22:09:00,104,Friday,True
1993,u_199,Computer Lab B,2026-08-14T20:29:00,2026-08-14T21:46:00,77,Friday,False
1968,u_180,Computer Lab B,2026-08-14T20:35:00,2026-08-14T20:53:00,18,Friday,False
1862,u_103,Main Library,2026-08-14T20:44:00,2026-08-14T23:59:00,195,Friday,True
1967,u_178,Science Library,2026-08-14T20:45:00,2026-08-14T21:09:00,24,Friday,False
1951,u_164,Main Library,2026-08-14T20:56:00,2026-08-15T00:02:00,186,Friday,True
1791,u_046,Main Library,2026-08-14T20:57:00,2026-08-14T21:47:00,50,Friday,True
1747,u_015,Science Library,2026-08-14T21:00:00,2026-08-14T23:20:00,140,Friday,True
1893,u_124,Science Library,2026-08-14T21:01:00,2026-08-14T23:10:00,129,Friday,True
1879,u_114,Science Library,2026-08-14T21:04:00,2026-08-14T21:57:00,53,Friday,True
1896,u_125,Main Library,2026-08-14T21:04:00,2026-08-14T22:24:00,80,Friday,True
1899,u_126,Main Library,2026-08-14T21:06:00,2026-08-14T23:13:00,127,Friday,True
1739,u_009,Main Library,2026-08-14T21:22:00,2026-08-14T22:38:00,76,Friday,True
2128,u_096,Gymnasium,2026-08-15T05:49:00,2026-08-15T07:28:00,99,Saturday,True
2197,u_139,Gymnasium,2026-08-15T05:50:00,2026-08-15T07:38:00,108,Saturday,True
2216,u_150,Indoor Sports Complex,2026-08-15T05:52:00,2026-08-15T06:43:00,51,Saturday,True
2238,u_166,Gymnasium,2026-08-15T05:54:00,2026-08-15T07:12:00,78,Saturday,True
2038,u_032,Gymnasium,2026-08-15T06:00:00,2026-08-15T07:20:00,80,Saturday,True
2059,u_046,Gymnasium,2026-08-15T06:00:00,2026-08-15T06:55:00,55,Saturday,True
2278,u_197,Indoor Sports Complex,2026-08-15T06:04:00,2026-08-15T07:11:00,67,Saturday,True
2223,u_155,Indoor Sports Complex,2026-08-15T06:11:00,2026-08-15T07:05:00,54,Saturday,True
1999,u_001,Gymnasium,2026-08-15T06:12:00,2026-08-15T06:54:00,42,Saturday,True
2032,u_029,Gymnasium,2026-08-15T06:26:00,2026-08-15T07:22:00,56,Saturday,True
2201,u_143,Gymnasium,2026-08-15T06:26:00,2026-08-15T08:02:00,96,Saturday,True
2073,u_060,Indoor Sports Complex,2026-08-15T06:50:00,2026-08-15T08:07:00,77,Saturday,True
2147,u_109,Gymnasium,2026-08-15T06:55:00,2026-08-15T08:15:00,80,Saturday,True
2104,u_080,Gymnasium,2026-08-15T06:56:00,2026-08-15T07:42:00,46,Saturday,True
2245,u_171,Indoor Sports Complex,2026-08-15T06:57:00,2026-08-15T07:54:00,57,Saturday,True
2070,u_057,Indoor Sports Complex,2026-08-15T07:00:00,2026-08-15T07:55:00,55,Saturday,True
2136,u_102,Gymnasium,2026-08-15T07:00:00,2026-08-15T07:51:00,51,Saturday,True
2077,u_062,Indoor Sports Complex,2026-08-15T07:01:00,2026-08-15T08:37:00,96,Saturday,True
2139,u_104,Indoor Sports Complex,2026-08-15T07:05:00,2026-08-15T07:46:00,41,Saturday,True
2058,u_045,Indoor Sports Complex,2026-08-15T07:07:00,2026-08-15T08:01:00,54,Saturday,True
2007,u_008,Gymnasium,2026-08-15T07:41:00,2026-08-15T08:40:00,59,Saturday,True
2062,u_050,Indoor Sports Complex,2026-08-15T07:50:00,2026-08-15T08:56:00,66,Saturday,True
2018,u_019,Gymnasium,2026-08-15T07:54:00,2026-08-15T08:35:00,41,Saturday,True
2014,u_017,Gymnasium,2026-08-15T07:58:00,2026-08-15T08:48:00,50,Saturday,True
2150,u_111,Gymnasium,2026-08-15T07:59:00,2026-08-15T09:00:00,61,Saturday,True
